"level","id","parent_id","object_id","object_type","object_key","query_status","query_time","query_type","message","created_time","like_count","comment_count","error.message","from.name","from.id","comments.data","comments.summary.order","comments.summary.total_count","comments.summary.can_comment","reactions.data","reactions.summary.total_count","reactions.summary.viewer_reaction","like.data","like.summary.total_count","like.summary.viewer_reaction","love.data","love.summary.total_count","love.summary.viewer_reaction","haha.data","haha.summary.total_count","haha.summary.viewer_reaction","wow.data","wow.summary.total_count","wow.summary.viewer_reaction","sad.data","sad.summary.total_count","sad.summary.viewer_reaction","angry.data","angry.summary.total_count","angry.summary.viewer_reaction","id"
"2","78","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","工銀亞洲好，手指一轉，落完盤，安心工作，可以快速比較唔同組合，勁‼️  【Speed,I am speed!】😍😍😍無任何事可以阻擋我用工銀亞洲😜落盤速度快如閃電🤪🤪俾老婆追俾家用都唔怕‼️(因為好快，車尾燈都睇唔到)未出發，已經好興奮😎😎老虎追都唔怕，因為同我架落盤速度比較一下😳老虎速度慢、唔夠快、冇速度，唔驚❗️信工銀亞洲‼️  Kenny Lei Cherry Chan Shirley MJ","2022-09-21T00:34:54+0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","79","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","新版定期存款帶黎左全新體驗介面, 功能層級劃分更加清晰, 頁面交互更為流暢!! (Y) 岩哂你地3個傻下傻下蠢人!成日 都問我點用, 當我係客戶服務專員義工😌而家流程更加簡化流暢, 小心禁幾個制就交易左! 😛  Joey Chan Tommy Law Kee Mo","2022-09-21T01:07:29+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","80","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計更簡潔，更清晰，更方便，更流暢，做到以人為本，即時搵到自己想搵的野，方面睇基金，回報，交易，真是快靚正。 Jennifer Lam Sin Ting Law Chan Kin Wai","2022-09-21T02:59:28+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","81","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","工銀亞洲手機銀行基金平台嘅升級介面設計用上以客戶角度設計，劃分不同功能區域，更結合各功能捷徑，為客戶提供更清晰指引、概要及資訊，真是非常方便，讓客戶可以爭分奪秒交易，給客戶前所未有的超快捷個人化用戶體驗！ Waichun Leung Pui Yat Law Gabriel Chan","2022-09-21T03:02:55+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","82","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計，以用戶角度設計不同功能區域，結合各功能捷徑，提供更清晰指示、概要及資訊，簡單易用，令我有更便捷及個人化的用戶體驗，非常 user-friendly。 Janice Ho Kiki Ho Shelby Ho","2022-09-21T03:45:21+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","83","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","手機銀行基金平台升級介面設計清晰流暢，有各功能捷徑，相關資訊，可即時作出投資決定，不會錯失機會,輕鬆助我財富增值 國國 May May Kwok Che","2022-09-21T04:05:43+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","84","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","最近環球市場投資波動大，面對各國加息所帶來風險、油價走勢、內地房地產爛尾問題，隨時左右我嘅投資決定，大市上有林林種種股票、外匯、債券等投資商品，工銀亞洲手機銀行嘅基金平台嘅升級介面設計結合左快速下單交易功能捷徑、風險、回報及公司財務狀況資訊更一覽無遺，介面清晰，我就可以秒速鎖定投資產品，資訊齊全方便我分析搶盡先機，賺錢自然快人一步！ David W K Chu Iris Cheng Sky Citz","2022-09-21T04:28:35+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","85","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","因為我有做開理財規劃，每個月我都會記低自已整個月嘅收入及支出，工銀亞洲手機銀行基金平台嘅升級介面設計最新加入左每隻成份基金的資產總覧新功能，一禁入去就睇到晒所需要的價格、盈利、公司重要公告等資訊，我就可以好方便咁一眼睇曬整個月嘅投資盈利或虧損狀況，及時做好投資佈署，係投資基金方面做好對衝，咁就可以下跌止損，上漲高追！ Dick Tsang Sing Bun Chan DC","2022-09-21T04:51:59+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","86","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計一按即可瀏覽基金詳情，更有投資風險等級配對提示，提前確認當前個人風險承受能力與基金產品風險級別；以及全新搜尋功能，可根據關鍵字、基金公司及基金分類等不同設定，篩選逾900多種基金產品。 Wong Ben Yee Mo Yee  Yung","2022-09-21T07:08:47+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","87","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計滿足客戶基金理財需要，包括一按即可瀏覽基金詳情，更有投資風險等級配對提示，提前確認當前個人風險承受能力與基金產品風險級別；以及全新搜尋功能，可根據關鍵字、基金公司及基金分類等不同設定，篩選逾900多種基金產品。 Miulin Chung Yannick Choy Yee  Yung","2022-09-21T07:12:04+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","88","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計有多項升級功能及優化流程，滿足客戶基金理財需要，以及全新搜尋功能，可根據關鍵字、基金公司及基金分類等不同設定，篩選逾900多種基金產品。 Sandy Chan Kam Shui Chan 黃永耀","2022-09-21T07:20:20+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","89","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計滿足客戶基金理財需要，包括一按即可瀏覽基金詳情，更有投資風險等級配對提示，提前確認當前個人風險承受能力與基金產品風險級別；以及全新搜尋功能，可根據關鍵字、基金公司及基金分類等不同設定，篩選逾900多種基金產品。 Shui King Mo Wong Ben  Chung Hing Law","2022-09-21T07:21:03+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","90","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","介面全新搜尋功能，可使用關鍵字，基金公司名稱及不同的基金類別去篩選心儀的基金產品，啱水心的話，可以直接加入我的最愛，方便自己觀察   Winny Hui Harmony Wong Pik Ching Yip","2022-09-21T08:39:23+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","91","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","透過一站式數碼化基金投資平台，便可以結合靈活自主及專業角度去分析投資策略，雙重優勢掌握潛在投資先機，隨時隨地自主理財。就算一邊做瑜珈，一邊緊貼市況，一樣毫無難度  David Manman Chun Man Yuen YuenYuen David","2022-09-21T08:44:33+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","92","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","具備簡精的基金走勢圖表，左右拖曳或選擇時段，基金歷史表現即一目了然。基金概況及收費資料都十分清晰，資訊最豐富，介面亦容易使用，能快速從種類繁多的基金中掌握重要資訊，同時毋須面對銷售人員的疲勞轟炸與施壓 David Yuen Chun Man Yuen Chan Chi Chi","2022-09-21T08:51:26+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","93","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","我個人認為介面最幫到我既就係投資風險等級配對提示，可以俾用家確認當前個人風險承受能力同埋基金產品風險級別，先再考慮點樣佈處投資策略  Gd Vd  Vincent Lai  Roman Kurmaz","2022-09-21T08:55:13+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","94","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","升級介面提供實時基金行情資訊，助我即時觀察到升跌資訊，以最快速的時間佈處交易。 介面時尚整潔，用起上嚟得心應手 Bing Bing Wong Kate Bell Idea House","2022-09-21T08:56:55+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","95","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","「無需登錄手機銀行，即可透過「消息」欄目接收工銀信使交易提示、最新銀行產品、信用卡推廣優惠及金融行情」 返工最忌成日按手機比老世見到，但又成日心思思想知道股票同外匯交易情況，究竟成功賣咗未呢？又或者究竟到價未呢？有咗優化功能，就唔使mon住部機，機不離手，工銀手機銀行自動自覺通知我，我就唔駛再「借尿循」去廁所避開老細視線啦 Kelly Wong Hung ON Ming Chow","2022-09-21T09:50:40+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","96","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","基金平台嘅交易流程優化後勁方便 ----------- 實時+基金回報比較: 把握好時機進行交易，掌握市場最新狀况，賺取最多利潤  基金「我的喜愛」列表: 方便+有效率，一個列表可以處理比較所有基金/過往表現/價格變動，容易操作，方便快捷，買賣/查閱one take easy job  增加各類提示訊息及費用資訊+最新銀行產品的推廣優惠: 有抽獎拿回贈💰，賺上加賺  利用篩選: 利用關鍵字、基金公司及基金分類篩選，選擇合適自己的基金組合   Peggy Wong PiPi Cheng Lee John","2022-09-21T09:53:26+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","97","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","投資要具慧眼, 市場基金眾多, 人未必有千里眼一眼洞悉所有心水筍盤, 更加無順風耳一下收到任何大小消息. 相反, 有一個好嘅投資APP, 佢可以成為我嘅千里眼, 工銀亞洲手機銀行基金平台嘅升級介面設計提供左【全新快速搜尋】功能就可以令我快速搜尋到心水靚盤, mark實所有優質成份基金心水價位, 提供更清晰指引、概要及資訊更可以係我嘅順風耳, 價位一到, ""叮""一聲幫我可以入手, 助我投資進可攻, 退可守! Tai Kong Yan Yan  Li Vivian Lee","2022-09-21T10:04:31+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","98","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","能夠快速選擇,適合自己嘅基金.  Gloria Fung May May Fung Nicole Cheng","2022-09-21T10:39:56+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","99","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計結合各功能捷徑，提供更清晰指引、概要及資訊，只要簡單輸入代號，所有交易資料全部有齊，因為平時我有唔止一個基金投資，當大市交投活躍時，真係行情太情跟唔切，手忙腳亂令到自己錯過左好多入市機會。今次ICBC app升級左交易方便又快捷，只需要輸入自己平時留意開嘅個幾隻心水基金，到時揾啱價位，即刻入手「刀仔鋸大樹」！ Bolly Pin Wai Wai Wai Manman Kong","2022-09-21T11:13:49+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","100","11","1909181976026476_3417101291901196","offcut","","fetched (200)","2022-10-01 18:25:24.350108","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","101","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計方便我做研究分析, 加快我得出投資結論, 因為投資賺幾多錢, 最後因為睇少左一啲重要資料, 就咁一個壞消息出黎, 到頭來隨時功虧一簣! 貼心嘅ICBC APP提供清晰介面設計, 係交易前可以即時了解清楚基金入面所包含嘅重要資訊, 概要及消息, 風險及回報瞭如指掌, 投資勝人一籌! Tiffany Man Wa Pin Billy Chan","2022-09-21T11:37:11+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","102","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","投資輸贏乃兵家常事，最令我唔憤氣唔係我輸唔起，或者贏得少，而係因為自己事前唔了解清楚買左乜。投資最忌係盲目，知道ICBC APP升級介面設計，而且有埋投資風險及回報提示資訊羅列出黎，贏左錢證明自己有做足功課，輸左錢亦唔需要唔開心，最少係自己知道係能力範圍內盡左力控制左風險。 Wai Wai Wai Lok Ka Bolly Pin","2022-09-21T13:19:55+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","103","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","日夜睇住個市，又港股又美期，大市上落咁快少一點專注力都唔得，有工銀亞洲手機銀行基金平台嘅升級介面設計結合各功能捷徑，提供更清晰指引、概要及資訊就唔怕走寶，交易資訊詳盡又清析，仲增加咗各類提示訊息及費用資訊，揀到心水產品就係咁方便。 Lok Ka Wai Wai Wai Manman Kong","2022-09-21T13:35:50+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","104","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","升級介面唔花巧簡單易明，股票基金行情一目了然，助我即時快速佈處交易; 轉帳匯款都方便用起嚟得心應手順心順水! Karll Lkk ， 劉雅思 ， Si Si Lau","2022-09-22T01:06:18+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","105","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","投資輸贏乃兵家常事，最令我唔憤氣唔係我輸唔起，或者贏得少，而係因為自己事前唔了解清楚買左乜。投資最忌係盲目，知道ICBC APP升級介面設計，而且有埋投資風險及回報提示資訊羅列出黎，贏左錢證明自己有做足功課，輸左錢亦唔需要唔開心，最少係自己知道係能力範圍內盡左力控制左風險。 Nancy Yui Avis Yuen Gordon Chi","2022-09-22T02:11:15+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","106","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","「無需登錄手機銀行，即可透過「消息」欄目接收工銀信使交易提示、最新銀行產品、信用卡推廣優惠及金融行情」 返工最忌成日按手機比老世見到，但又成日心思思想知道股票同外匯交易情況，究竟成功賣咗未呢？又或者究竟到價未呢？有咗優化功能，就唔使mon住部機，機不離手，工銀手機銀行自動自覺通知我，我就唔駛再「借尿循」去廁所避開老細視線啦 Gordon Chi Nancy Yui Fred Yui","2022-09-22T03:32:34+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","107","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","全新升級手機介面，簡易明快、一目了然。 只需要用指頭一按，秒速擔當投資世一。 入、沽、轉、凝，一指掌握！ 心水股況盡數在握，每分每秒，絕不錯過！ 可靠、實用，是投資買賣的最佳良伴拍檔！  Terry Wing Angus Keung Shirley Ching","2022-09-22T04:07:36+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","108","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","整個手機基金平台最幫到我的是可以透過搜尋關鍵字，基金公司的名稱，去搜尋同比較不同的基金產品，方便我快速分折。整個介面都算易用，簡潔清晣，非常適合用家使用! Jason Chan Ki Pak Peters Evan","2022-09-22T07:59:35+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","109","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","新APP會出""通知""提示我買賣動向, 唔洗成日入APP或上網捕住, 慳左好多時間可以做其他野! 交易流程簡化左, 好user friendly! Nina Clarckson Karla Gomez Mora Magnes Cheung","2022-09-22T08:31:54+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","110","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","投資要具慧眼, 市場基金眾多, 人未必有千里眼一眼洞悉所有心水筍盤, 更加無順風耳一下收到任何大小消息. 相反, 有一個好嘅投資APP, 佢可以成為我嘅千里眼, 工銀亞洲手機銀行基金平台嘅升級介面設計提供左【全新快速搜尋】功能就可以令我快速搜尋到心水靚盤, mark實所有優質成份基金心水價位, 提供更清晰指引、概要及資訊更可以係我嘅順風耳, 價位一到, ""叮""一聲幫我可以入手, 助我投資進可攻, 退可守! Avis Yuen  Angus Keung  Paula Han","2022-09-22T11:24:09+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","111","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","介面全新搜尋功能，可使用關鍵字，基金公司名稱及不同的基金類別去篩選心儀的基金產品，啱水心的話，可以直接加入我的最愛，方便自己觀察  Eva Tsz Elsa Ying Avis Yuen","2022-09-22T12:40:49+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","112","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","日夜睇住個市，又港股又美期，大市上落咁快少一點專注力都唔得，有工銀亞洲手機銀行基金平台嘅升級介面設計結合各功能捷徑，提供更清晰指引、概要及資訊就唔怕走寶，交易資訊詳盡又清析，仲增加咗各類提示訊息及費用資訊，揀到心水產品就係咁方便。Elsa Ying Angus Keung Dickson Kwan","2022-09-22T16:01:30+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","113","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","基金平台交易流程優化更靈活自主，以及全新搜尋功能，可根據關鍵字、基金公司及基金分類等不同設定個人所需，完全由我話事，買賣零難度，就是簡單為我隨時投資得  Mango LiuNil NilChow Vic Vic","2022-09-23T01:22:09+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","114","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","整個手機基金平台最幫到我的是可以透過搜尋關鍵字，基金公司的名稱，去搜尋同比較不同的基金產品，方便我快速分折。整個介面都算易用，簡潔清晣，非常適合用家使用! Fred Yui Elsa Ying Paula Han","2022-09-23T09:07:35+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","115","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","新APP會出""通知""提示我買賣動向, 唔洗成日入APP或上網捕住, 慳左好多時間可以做其他野! 交易流程簡化左, 好user friendly! May Chu Paula Han Avis Yuen","2022-09-23T14:16:32+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","116","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計結合各功能捷徑，提供更清晰指引、概要及資訊，只要簡單輸入代號，所有交易資料全部有齊，因為平時我有唔止一個基金投資，當大市交投活躍時，真係行情太情跟唔切，手忙腳亂令到自己錯過左好多入市機會。今次ICBC app升級左交易方便又快捷，只需要輸入自己平時留意開嘅個幾隻心水基金，到時揾啱價位，即刻入手「刀仔鋸大樹」！ Paula Han Judy Wong Fred Yui","2022-09-24T05:19:32+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","117","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","介面全新搜尋功能，方便我找到合適符合所求的基金資料及詳細內容用作來比較，條件較佳的話可用來做收藏為我的最愛，日後容易查詢及翻查記錄，以便不時之需。 Pang Yiu Chung Cheung Lung Kim Lai Run Ming","2022-09-24T05:30:55+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","118","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","基金選擇五花八門會令投資者眼花撩亂，可以快速揾到最適合嘅基金作投資係絕對優勢。全新手機銀行基金服務平台提供實時基金行情資訊，配合埋多項升級功能及優化流程，包括一按即可瀏覽基金詳情，更有投資風險等級配對提示，提前確認當前個人風險承受能力與基金產品風險級別；以及全新搜尋功能，篩選逾900多種基金產品。結合""行情""，""風險""，""篩選""三項重要原素可以快捷揾到心水基金放入喜愛列表，到價時即可交易！令投資得心應手。 Yuet Ping  Lau  Keith Ng  Mtt Max Mak  #ICBCAsia #基金平台新體驗","2022-09-24T06:22:25+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","119","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","升級介面提供快捷基金行情資訊，助我即時調整投資策略。 介面時尚清楚和實用安全,可以放心投資 Sally ChengYankee WaiEmily Fung","2022-09-24T07:33:16+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","120","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","手機銀行基金平台嘅升級介面設計令搜尋心水基金, 一目了然更加方便, 投資自然得心應手. 仲有首頁功能個性化增減和調整順序, 更貼合自己的操作習慣. Jane Wong Alfie Cheng Cindy Chantal Ho","2022-09-24T07:51:48+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","121","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","我最鍾意優化後嘅快速搜尋基金功能，市場瞬息萬變，客人操作程式最緊要又易又快，收集第一手資訊，所以透過App中的極速搜尋功能，馬上找到心水基金的詳細資料，以星號列入最愛名單，讓我們能率先收集任何投資目標的情報，自設最適合產品列表，快速簡單又清晰。  此外每款產品旁邊便有相關的新聞資訊，能夠快捷抓緊入市時機，有所斬獲。仲會提供全面又詳盡的互動圖表，多角度分析市場走勢，提供技術支援及分配策略，幫我們輕鬆掌握市況，順風時運籌帷幄，逆市中轉危為機。所以工銀亞洲全新的投資體驗，簡直就是生活投資中的智囊，人人都可以變專家，相信一app在手，有如世界在你手，財富穩中求。 Wasabi Wing Cathy Wong Ching Tsang","2022-09-24T11:45:40+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","122","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","我本身冇乜耐性，比較懶，但又想可以從基金市場中獲利。市場上基金林林總總，要了解基本背後業務和結構真係頗高難度，加上我相關知識有限，要選擇適合自己嘅基金一定要花大量時間，亦未必能作出正確決定。 工銀亞洲手機銀行平台新增「投資風險等級配對提示」功能，可以就自己能接受個風險程度快速有效率地配對出適合的基金，令我投資基金更得心應手，投資快人一步，資產升值冇難度！ Wendy Lee Wong Sonata Ching Tsang","2022-09-24T11:47:40+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","123","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","基金平台交易流程優化更靈活自主，以及全新搜尋功能，可根據關鍵字、基金公司及基金分類等不同設定個人所需，完全由我話事，買賣零難度，就是簡單為我隨時投資得 Avis Yuen  Angus Keung  Terry Wing","2022-09-24T12:59:43+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","124","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","增設左⭐️鍵加入或移除心水基金於我的喜愛列表，可以快速查看關注基金，想管理，交易都更加快捷，仲有一按即可瀏覽基金咩情，有埋投資風險等級配對提示可以更清楚個人嘅風險承擔，更易選出適合自己嘅基金組合 Skincare Ng Mavis Ng Chan Tracy","2022-09-24T13:15:13+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","125","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","升級介面唔花巧簡單易明，股票基金行情一目了然，助我即時快速佈處交易; 轉帳匯款都方便用起嚟得心應手順心順水! Nancy Yui Dickson Kwan Shirley Ching","2022-09-24T13:51:09+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","126","11","1909181976026476_3417101291901196","offcut","","fetched (200)","2022-10-01 18:25:25.027763","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","127","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.555919","Facebook:/<post-id>/comments","這個基金平台令流程更順暢快速外，而且更靈活自主。只需打入關鍵字就馬上找到各基金資料，更可以用星號作為標記，令我們可以第一手知道各資訊，務求更清楚，避免走漏眼。  另外旁邊的相關新聞資訊，會為市場走勢提供更全面的分析和比較，又有比較圖表，更設有投資風險等級配對提示功能，讓我們更清楚基金動向，並作出選擇，想從中穩贏財富絕對不是夢，而是現實。 Ching So Agnes Lung Ke Law Law","2022-09-24T15:44:27+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","128","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.555919","Facebook:/<post-id>/comments","這個基金平台 提供更清晰指引、概要及資訊，只要簡單輸入代號，所有交易資料全部有齊，隨時可以快速查看關注基金，想管理，交易都更加快捷. ，易流程優化更靈活自主，以及全新搜尋功能，可根據關鍵字、基金公司及基金分類等不同設定個人所需. 加上新聞APP會出""通知""提示我買賣動向, 唔洗成日入APP或上網捕住, 慳左好多時間可以做其他野 Mako LaoPhoebe HuynhYuri Tam","2022-09-24T15:56:02+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","129","11","1909181976026476_3417101291901196","data","data.*","fetched (200)","2022-10-01 18:25:25.555919","Facebook:/<post-id>/comments","可以用最方便最快捷嘅介面，協助用戶隨時隨地管理自己嘅投資項目！ Winnie Ho Eric Cheung Lanki Man","2022-09-24T16:42:36+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
